gvkey,datadate,conm,tic,cusip,dldte,dlrsn
2556,2010/1/4,CSS INDUSTRIES INC,CSS,125906107,2020/3/4,1
163581,2010/1/4,STATE BANK CORP,SBAZ,856121108,2020/3/2,1
180759,2010/1/4,DIVERSIFIED RESTAURANT HLDGS,SAUC,25532M105,2020/2/26,1
166428,2010/1/4,TEMPLE HOTELS INC,TPH.,879854206,2020/2/21,1
184170,2010/1/20,VERSAPAY CORP,VPY.,92529P103,2020/2/21,1
260778,2010/1/4,WELLCARE HEALTH PLANS INC,WCG,94946T106,2020/2/19,1
24559,2010/1/4,NUVEEN TEX QL MUN INCM FD,NTX,670983105,2020/2/18,1
65717,2010/1/4,OSAIC FINANCIAL SERVICES INC,LTS,50575Q102,2020/2/14,1
148892,2010/1/4,NEWNORTH PROJECTS LTD,NNP.,651708109,2020/2/14,1
174567,2010/1/4,INNOPHOS HOLDINGS INC,IPHS,45774N108,2020/2/10,1
30354,2010/1/4,LIBERTY PROPERTY TRUST,LPT,531172104,2020/2/4,1
160767,2010/1/4,POSERA LTD,PAY.3,73734P104,2020/2/4,1
176598,2010/1/4,DETOUR GOLD CORP,DRGDF,250669108,2020/2/4,1
112410,2010/1/4,UNITED COMMUNITY FINL CORP,UCFC,909839102,2020/2/3,1
174136,2010/1/4,ACHILLION PHARMACEUTICALS,ACHN.1,00448Q201,2020/1/29,1
64907,2010/1/4,INTRINSYC TECHNOLOGIES CORP,ITC.,4.61E+108,2020/1/21,1
63789,2010/1/4,ARQULE INC,ARQL,4.27E+110,2020/1/17,1
178870,2010/1/4,SRC ENERGY INC,SRCI,78470V108,2020/1/15,1
146454,2010/1/4,FREDERICK COUNTY BANCORP INC,FCBI,355685108,2020/1/13,1
138608,2010/1/4,MEDICINES CO (THE),MDCO,584688105,2020/1/7,1
66296,2010/1/4,ARROWSTAR RESOURCES LTD,AWS.,04281R201,2020/1/6,1
12684,2010/1/4,HEMACARE CORP,HEMA,423498104,2020/1/3,1
135425,2010/1/4,TWO RIVER BANCORP,TRCB,90207C105,2020/1/3,1
138061,2010/1/4,IPLAYCO CORP LTD,IPC.,46263M106,2020/1/3,1
13128,2010/1/4,ECOLOGY AND ENVIRONMENT INC,EEI,278878103,2020/1/2,1
61968,2010/1/4,HIGHLANDS BANKSHARES INC/VA,HLND,430893107,2020/1/2,1
63226,2010/1/4,COUNTRY BANK HOLDING CO INC,CYHC,222298101,2020/1/2,1
116390,2010/1/4,CLARKSTON FINANCIAL CORP,CKFC,182236307,2020/1/2,1
162555,2010/1/4,CAROLINA TRUST BANCSHARES,CART.2,14422P105,2020/1/2,1
180169,2010/1/4,BANCORP OF NEW JERSEY INC,BKJ,59915108,2020/1/2,1
63123,2010/1/4,GENESEE & WYOMING INC  -CL A,GWR,371559105,2019/12/31,1
107852,2010/1/4,EXPLOR RESOURCES INC,EXS.,30215D208,2019/12/30,1
65220,2010/1/4,CARRIZO OIL & GAS INC,CRZO,144577103,2019/12/23,1
178020,2010/1/4,COHEN & STEERS GLBL INCM BD,INB,19248M103,2019/12/23,1
29762,2010/1/4,AROTECH CORP,ARTX,42682203,2019/12/20,1
162219,2010/1/4,OHA INVESTMENT CORP,OHAI,67091U102,2019/12/19,1
65198,2010/1/4,HOMESTAKE RESOURCE CORP,HSR.,437641103,2019/12/18,1
6930,2010/1/4,NORTH AMERICAN PALLADIUM,PALDF,65704X109,2019/12/17,1
178201,2010/1/4,VITAMIN SHOPPE INC,VSI,9.28E+105,2019/12/17,1
21132,2010/1/4,FIBROCELL SCIENCE INC,FCSC,315721407,2019/12/16,1
122017,2010/1/4,WESTJET AIRLINES LTD,WJA.,960410504,2019/12/16,1
164742,2010/1/4,PARTNERS REAL ESTATE INVS TR,PAR.UN,70214B118,2019/12/16,1
157076,2010/1/4,XXXX DORMANT SHELL CORP,XDSC,983897109,2019/12/11,1
61069,2010/1/4,ASTEA INTERNATIONAL INC,ATEA,4.62E+211,2019/12/10,1
10187,2010/1/4,SUNTRUST BANKS INC,STI.1,867914103,2019/12/9,1
165675,2010/1/4,VIACOM INC,VIAB,92553P201,2019/12/5,1
184035,2010/3/12,SEMGROUP CORP,SEMG.1,81663A105,2019/12/5,1
13839,2010/1/4,CAMBREX CORP,CBM,132011107,2019/12/4,1
164189,2010/1/4,LAZARD WORLD DIV & INC FUND,LOR,521076109,2019/12/4,1
30082,2010/1/4,DNB FINANCIAL CORP,DNBF,233237106,2019/12/2,1
176351,2010/1/4,ORITANI FINANCIAL CORP,ORIT,68633D103,2019/12/2,1
66161,2010/1/4,OLD LINE BANCSHARES INC,OLBK,67984M100,2019/11/25,1
184265,2010/2/2,BARKERVILLE GOLD MINES LTD,BGM.,67642108,2019/11/25,1
13599,2010/1/4,CELGENE CORP,CELG,151020104,2019/11/21,1
28292,2010/1/4,NUVEEN CON QUAL MUN INCM,NTC,67060D107,2019/11/18,1
29129,2010/1/4,EMPIRE RESORTS INC,NYNY,292052305,2019/11/18,1
163024,2010/1/4,VIRTUS TOTAL RETURN FND -OLD,ZF,92837G100,2019/11/18,1
164609,2010/1/4,GENOMIC HEALTH INC,GHDX,37244C101,2019/11/11,1
175281,2010/1/4,CHOICE BANCORP INC,CBKW,17037X108,2019/11/11,1
128081,2010/1/4,SHORE COMMUNITY BK NJ,SHRC,825112105,2019/11/8,1
13526,2010/1/4,BUCKEYE PARTNERS LP,BPL,118230101,2019/11/1,1
65444,2010/1/4,STEWARDSHIP FINANCIAL CORP,SSFN,860326107,2019/11/1,1
162557,2010/1/4,UNITED FINANCIAL BANCORP INC,UBNK,910304104,2019/11/1,1
174313,2010/1/4,LEGACY TEX FINANCIAL GRP INC,LTXB,52471Y106,2019/11/1,1
180249,2010/1/4,HIGHPOWER INTERNATIONAL INC,HPJ,43113X101,2019/11/1,1
175450,2010/1/6,ALTAPACIFIC BANCORP,ABNK,02152H104,2019/11/1,1
293678,2010/1/4,COBALT 27 CAPITAL CORP,KBLT.,19075M309,2019/10/31,1
182308,2010/1/4,MEDIDATA SOLUTIONS INC,MDSO,58471A105,2019/10/29,1
6194,2010/1/4,ISRAMCO INC,ISRL.1,465141406,2019/10/28,1
20339,2010/1/4,STREET CAPITAL GROUP INC,CXSNF,86326Q108,2019/10/22,1
165911,2010/1/4,MAM SOFTWARE GROUP INC,MAMS,55277Q201,2019/10/22,1
6116,2010/1/4,INTL SPEEDWAY CORP  -CL A,ISCB.1,460335300,2019/10/21,1
178909,2010/1/4,LIGHTHOUSE BANK,LGHT.1,53223T106,2019/10/21,1
184994,2010/6/18,VOLTARI CORP,VLTC,92870X309,2019/10/21,1
118593,2010/1/4,SBT BANCORP,SBTB,78391C106,2019/10/14,1
162768,2010/1/4,DRYSHIPS INC,DRYS,Y2109Q705,2019/10/14,1
175473,2010/1/4,PRESIDIO BANK,PDOB,74101A100,2019/10/14,1
177099,2010/1/4,MONOTYPE IMAGING HOLDINGS,TYPE,61022P100,2019/10/14,1
63724,2010/1/4,NAVIGANT CONSULTING INC,NCI.3,63935N107,2019/10/11,1
3394,2010/1/4,CONNECTICUT WATER SVC INC,CTWS,207797101,2019/10/10,1
165691,2010/1/4,CASTLE BRANDS INC,ROX,148435100,2019/10/9,1
14412,2010/1/4,SOTHEBY'S,BID,835898107,2019/10/3,1
105677,2010/1/4,ASHANTI GOLD CORP,AGZ.,4.38E+111,2019/10/3,1
145108,2010/1/4,TSO3 INC,TOS.,873015101,2019/10/3,1
166232,2010/1/4,HOLLOWAY LODGING CORP,HLC.,43570P104,2019/10/3,1
22568,2010/1/4,COUNTY BANK CORP,CBNC,222407207,2019/10/1,1
28075,2010/1/4,VALENER INC,VNR.,91912H108,2019/10/1,1
175376,2010/1/4,SHUTTERFLY INC,SFLY,82568P304,2019/9/26,1
126417,2010/1/4,FINISAR CORP,FNSR,31787A507,2019/9/25,1
28152,2010/1/4,MIDSOUTH BANCORP INC,MSL,598039105,2019/9/23,1
16716,2010/1/4,EMC INSURANCE GROUP INC,EMCI,268664109,2019/9/20,1
10726,2010/1/4,TRIBUNE MEDIA CO,TRBC.1,896047305,2019/9/19,1
10631,2010/1/4,TOTAL SYSTEM SERVICES INC,TSS,891906109,2019/9/18,1
31560,2010/1/4,SPEEDWAY MOTORSPORTS INC,TRK,847788106,2019/9/18,1
123800,2010/1/4,OMNICOMM SYSTEMS INC,OMCM,68212U104,2019/9/18,1
28712,2010/1/4,ATRM HOLDINGS INC,ATRM,04964A103,2019/9/12,1
140910,2010/1/4,HYDROGENICS CORP,HYGS,448883207,2019/9/12,1
19057,2010/1/4,MBT FINANCIAL CORP,MBTF,578877102,2019/9/4,1
180821,2010/1/4,ASCENT CAPITAL GROUP INC,ASCMA,43632108,2019/9/4,1
31674,2010/1/4,PCM INC,PCMI,69323K100,2019/9/3,1
61839,2010/1/4,AMERIGAS PARTNERS  -LP,APU,30975106,2019/8/22,1
108079,2010/1/4,TERRACO GOLD CORP,TEN.,88101N102,2019/8/21,1
157055,2010/1/4,CARMANAH TECHNOLOGIES CORP,CMH.,143126209,2019/8/20,1
158762,2010/1/4,SKYLON GROWTH & INCOME TRUST,SKG.UN,83085Y109,2019/8/12,1
11923,2010/1/4,ANADARKO PETROLEUM CORP,APC,32511107,2019/8/9,1
120358,2010/1/4,THESTREET INC,TST,88368Q202,2019/8/8,1
12705,2010/1/4,LEVON RESOURCES LTD,LVN.,52749A104,2019/8/7,1
28924,2010/1/4,BARNES & NOBLE INC,BKS,67774109,2019/8/7,1
166699,2010/1/4,ALEXANDRIA MINERALS CORP,AZX.,15100100,2019/8/5,1
22772,2010/1/4,UQM TECHNOLOGIES INC,UQM,903213106,2019/8/1,1
174470,2010/1/4,LIBERTY BANCORP INC,LBCP,53017Q102,2019/8/1,1
141197,2010/1/4,ARRAY BIOPHARMA INC,ARRY.1,04269X105,2019/7/31,1
106853,2010/1/4,HOPFED BANCORP INC,HFBC,439734104,2019/7/29,1
108784,2010/1/4,HELIJET INTL INC,HJI.,423268101,2019/7/29,1
25774,2010/1/4,ELECTRONICS FOR IMAGING INC,EFII,286082102,2019/7/24,1
270178,2010/1/4,ORIFLAME HOLDING AG,ORFLY,686194200,2019/7/18,1
122841,2010/1/4,RED HAT INC,RHT,756577102,2019/7/9,1
64623,2010/1/4,INTEGRATED ASSET MANAGEMENT,IAM.,45810U108,2019/7/5,1
13782,2010/1/4,MULTI-COLOR CORP,LABL,625383104,2019/7/2,1
117901,2010/1/4,CITIZENS FIRST CORP,CZFC,17462Q107,2019/7/2,1
176592,2010/1/4,HFF INC,HF.3,40418F108,2019/7/2,1
5681,2010/1/4,HOMEFED CORP,HOFD,43739D307,2019/7/1,1
30888,2010/1/4,FIDELITY SOUTHERN CORP,LION.1,316394105,2019/7/1,1
64325,2010/1/4,BLUEPHOENIX SOLUTIONS LTD,MDSYF,M70378100,2019/7/1,1
110685,2010/1/4,L3 TECHNOLOGIES INC,LLL.1,502413107,2019/7/1,1
8266,2010/1/4,NEVADA GOLD & CASINOS INC,UWN,64126Q206,2019/6/17,1
2154,2010/1/4,BEMIS CO INC,BMS,81437105,2019/6/11,1
65729,2010/1/4,BSM TECHNOLOGIES INC,GPS.1,55714406,2019/6/5,1
174370,2010/1/4,GLUSKIN SHEFF ASSOCIATES INC,GS.,37989N106,2019/6/5,1
177633,2010/1/4,ESPIAL GROUP INC,ESP.1,296651102,2019/5/29,1
156201,2010/1/4,UNITI FINANCIAL CORP,UIFC,91325U100,2019/5/28,1
17074,2010/1/4,NAVIGATORS GROUP INC,NAVG,638904102,2019/5/24,1
21792,2010/1/4,SIERRA MONITOR CORP,SRMC,826400103,2019/5/21,1
184230,2010/1/29,COLUMBIA INTERMEDT MNCPL BD,GMMB,19761R703,2019/5/21,1
7124,2010/1/4,MAXWELL TECHNOLOGIES INC,MXWL,577767106,2019/5/17,1
148933,2010/1/4,BLUE VALLEY BAN CORP,BVBC,96065107,2019/5/14,1
28383,2010/1/4,ATTUNITY LTD,ATTU,M15332121,2019/5/7,1
64036,2010/1/4,TOP IMAGE SYSTEMS LTD,TISA,M87896102,2019/5/7,1
111064,2010/1/4,ULTIMATE SOFTWARE GROUP INC,ULTI,90385D107,2019/5/6,1
180103,2010/1/4,SAVARY GOLD CORP,SCA.,805116100,2019/5/3,1
29964,2010/1/4,GAMING PARTNERS INTL CORP,GPIC,36467A107,2019/5/2,1
143609,2010/1/4,SOLIUM CAPITAL INC,SUM.,83425Q105,2019/5/2,1
148257,2010/1/4,INTERNATIONAL WIRE GRP HLDGS,ITWG,460586100,2019/5/2,1
128579,2010/1/4,FIRST SOUTH BANCORP INC/WA,FSBS,33646D102,2019/5/1,1
10816,2010/1/4,USG CORP,USG.1,903293405,2019/4/24,1
11805,2010/1/4,CAS MEDICAL SYSTEMS INC,CASM,124769209,2019/4/22,1
15037,2010/1/4,GOLDCORP INC,GG,380956409,2019/4/18,1
163626,2010/1/4,AGT FOOD AND INGREDIENTS,AGT.,1264100,2019/4/18,1
174648,2010/1/4,OSIRIS THERAPEUTICS INC,OSIR,68827R108,2019/4/18,1
138861,2010/1/4,BELMOND LTD,BEL,G1154H107,2019/4/17,1
160738,2010/1/4,RELIANCE BANCSHARES INC/MO,RLBS,759450109,2019/4/15,1
179870,2010/1/4,LORRAINE COPPER CORP,LLC.,54418Y207,2019/4/15,1
9258,2010/1/4,ROWAN COMPANIES LTD,RDC,G7665A101,2019/4/11,1
112674,2010/1/4,IDAHO INDEPENDENT BK COEUR,IIBK,45129P105,2019/4/8,1
28853,2010/1/4,ARRIS INTERNATIONAL PLC,ARRS,G0551A103,2019/4/5,1
61377,2010/1/4,ZCL COMPOSITES INC,ZCL.,988909107,2019/4/4,1
14583,2010/1/4,PACIFIC OFFICE PROPERTIES TR,PCFO,694714106,2019/4/3,1
184763,2010/4/27,IDM MINING LTD,IDM.,44939Q106,2019/4/3,1
6003,2010/1/4,INTEGRATED DEVICE TECH INC,IDTI,458118106,2019/4/1,1
178415,2010/1/4,HOMETOWN BANKSHARES CORP,HMTA,43787N108,2019/4/1,1
147657,2010/1/4,DOVER DOWNS GAMING & ENTMT,DDE,260095104,2019/3/29,1
151610,2010/1/4,EATON VANCE MUN BOND FD II,EIV,27827K109,2019/3/25,1
31692,2010/1/4,MB FINANCIAL INC/MD,MBFI,55264U108,2019/3/22,1
258759,2010/1/4,NKWE PLATINUM,NKWEY,62915U107,2019/3/22,1
12886,2010/1/4,TWENTY-FIRST CENTURY FOX INC,TFCF,90130A408,2019/3/21,1
115751,2010/1/4,DYNEX POWER INC,DNX.,2.68E+111,2019/3/20,1
144058,2010/1/4,OURPETS CO,OPCO,689890101,2019/3/15,1
4460,2010/1/4,ESTERLINE TECHNOLOGIES CORP,ESL,297425100,2019/3/14,1
28080,2010/1/4,NEVSUN RESOURCES LTD,NSU,64156L101,2019/3/11,1
31227,2010/1/4,NUTRISYSTEM INC,NTRI,67069D108,2019/3/11,1
9922,2010/1/4,SPARTON CORP,SPA,847235108,2019/3/5,1
30146,2010/1/4,INVESTMENT TECHNOLOGY GP INC,ITG,46145F105,2019/3/1,1
66029,2010/1/4,BLUE RIDGE MOUNTAIN RESOURCE,MHRCQ,55973B102,2019/3/1,1
177300,2010/1/4,BENEFICIAL BANCORP INC,BNCL,08171T102,2019/3/1,1
179782,2010/1/4,RESOLUTE ENERGY CORP,REN,76116A306,2019/3/1,1
179831,2010/1/4,WESTERN GAS PARTNERS LP,WES.3,958254104,2019/3/1,1
163594,2010/1/4,TRANSMONTAIGNE PARTNERS LP,TLP,89376V100,2019/2/27,1
185030,2010/6/8,TAHOE RESOURCES INC,THO.,873868103,2019/2/27,1
117827,2010/1/4,EATON VANCE NJ MUNI INC TR,EVJ,27826V106,2019/2/25,1
22797,2010/1/4,COMMAND SECURITY CORP,MOC,20050L100,2019/2/22,1
164612,2010/1/4,NXSTAGE MEDICAL INC,NXTM,67072V103,2019/2/22,1
8169,2010/1/4,ORBOTECH LTD,ORBK,M75253100,2019/2/21,1
132499,2010/1/4,CORTEX BUSINESS SOLUTIONS,CBX.,220518609,2019/2/21,1
181273,2010/1/4,INVESCO EMRG MKT INFRSTC ETF,PXR,46138E792,2019/2/21,1
140674,2010/1/4,TRINIDAD DRILLING LTD,TDG.1,896356102,2019/2/20,1
29173,2010/1/4,OVINTIV EXPLORATION INC,NFX,651290108,2019/2/14,1
153728,2010/1/4,IPASS INC,IPAS,46261V306,2019/2/14,1
177930,2010/1/4,ATHENAHEALTH INC,ATHN.2,04685W103,2019/2/12,1
26666,2010/1/4,MPX BIOCEUTICAL CORPORATION,BCC.,553443102,2019/2/7,1
4274,2010/1/4,ELECTRO SCIENTIFIC INDS INC,ESIO,285229100,2019/2/4,1
5918,2010/1/4,VECTREN CORP,VVC,92240G101,2019/2/1,1
10981,2010/1/4,ESSENDANT INC,ESND,296689102,2019/2/1,1
160891,2010/1/4,ACCESS NATIONAL CORP,ANCX,4337101,2019/2/1,1
146581,2010/1/4,AJS BANCORP INC,AJSB,1503101,2019/1/24,1
117823,2010/1/4,EATON VANCE MA MUNI INC TR,MMV.1,2.78E+108,2019/1/22,1
117825,2010/1/4,EATON VANCE OH MUNI INC TR,EVO.1,27826G109,2019/1/22,1
117826,2010/1/4,EATON VANCE PA MUNI INC TR,EVP,27826T101,2019/1/22,1
151614,2010/1/4,EATON VANCE OH MUN BOND FD,EIO,27828L106,2019/1/22,1
151616,2010/1/4,EATON VANCE NJ MUN BOND FD,EMJ,27828R103,2019/1/22,1
151618,2010/1/4,EATON VANCE PA MUN BOND FD,EIP,27828W102,2019/1/22,1
176305,2010/1/4,HANWHA Q CELLS CO LTD,HQCL,41135V301,2019/1/17,1
66610,2010/1/4,BIRNER DENTAL MGMT SVCS INC,BDMS,91283200,2019/1/15,1
157862,2010/1/4,INTERSECTIONS INC,INTX,460981301,2019/1/14,1
19608,2010/1/4,RANDALL BEARINGS INC,RBRG,752261107,2019/1/11,1
114832,2010/1/4,VALORO RESOURCES INC,VRO.,92026G101,2019/1/11,1
106721,2010/1/4,IGC RESOURCES INC,IGC.H,44952P209,2019/1/9,1
212340,2010/1/4,SHIRE PLC,SHPG,82481R106,2019/1/9,1
26012,2010/1/4,BLACK BOX CORP,BBOX,91826107,2019/1/8,1
30806,2010/1/4,FIBRIA CELULOSE SA,FBR,31573A109,2019/1/4,1
154298,2010/1/4,GREATER HUDSON BANK,GHDS,391868106,2019/1/3,1
179088,2010/1/4,FIRST BAUXITE CORP,FBX.,31932K103,2019/1/3,1
9445,2010/1/4,SCANA CORP,SCG,80589M102,2019/1/2,1
162489,2010/1/4,GUARANTY BANCORP,GBNK,40075T607,2019/1/2,1
205692,2010/1/4,RANDGOLD RESOURCES LTD,GOLD.3,752344309,2019/1/2,1
183826,2010/1/28,STATE BANK FINANCIAL CORP,STBZ,856190103,2019/1/2,1
107987,2010/1/4,IKKUMA RESOURCES CORP,IKM.,45173X103,2018/12/26,1
160905,2010/1/4,ENTERPRISE BANK NJ,ENBN,29368K100,2018/12/24,1
25356,2010/1/4,EXPRESS SCRIPTS HOLDING CO,ESRX,30219G108,2018/12/21,1
127094,2010/1/4,XO GROUP INC,XOXO,983772104,2018/12/21,1
142419,2010/1/4,SYMBILITY SOLUTIONS INC,SY.,87150W104,2018/12/21,1
24810,2010/1/4,ENBRIDGE ENERGY PRTNRS  -LP,EEP,29250R106,2018/12/20,1
150838,2010/1/4,ENBRIDGE ENERGY MGMT LLC,EEQ,29250X103,2018/12/20,1
176939,2010/1/4,CAMBIUM LEARNING GROUP INC,ABCD,13201A107,2018/12/19,1
107144,2010/1/4,BLACKPEARL RESOURCES INC,PXX.,09251U100,2018/12/18,1
117822,2010/1/4,EATON VANCE MI MUNI INC TR,EMI.3,27826D106,2018/12/17,1
151611,2010/1/4,EATON VANCE CA MUN BD FD II,EIA,27828C106,2018/12/17,1
151613,2010/1/4,EATON VANCE MA MUN BOND FD,MAB,27828K108,2018/12/17,1
151615,2010/1/4,EATON VANCE MI MUN BOND FD,MIW,27828M104,2018/12/17,1
151617,2010/1/4,EATON VANCE NY MUN BD FD II,NYH,27828T109,2018/12/17,1
177739,2010/1/4,SPECTRA ENERGY PARTNERS LP,SEP,84756N109,2018/12/17,1
25320,2010/1/4,DATAWATCH CORP,DWCH,237917208,2018/12/14,1
138126,2010/1/4,KERYX BIOPHARMACEUTICALS INC,KERX,492515101,2018/12/13,1
61439,2010/1/4,RADISYS CORP,RSYS,750459109,2018/12/12,1
133944,2010/1/4,OCLARO INC,OCLR,67555N206,2018/12/11,1
4842,2010/1/4,FOREST CITY REALTY TRUST INC,FCE.A,345605109,2018/12/10,1
23697,2010/1/4,SONIC CORP,SONC.1,835451105,2018/12/10,1
64231,2010/1/4,HOME CITY FINANCIAL CORP,HCFL,43706C209,2018/12/10,1
143584,2010/1/4,FIRST ASSET DVSFD CNV DEB FD,DCD.UN,31862V103,2018/12/10,1
165358,2010/1/4,AMERICAN RAILCAR INDS INC,ARII,02916P103,2018/12/7,1
29892,2010/1/4,FIRST SUFFIELD FINANCIAL INC,FSFF,33712L103,2018/12/3,1
109926,2010/1/4,LASALLE HOTEL PROPERTIES,LHO,517942108,2018/12/3,1
174531,2010/4/22,MITEL NETWORKS CORP,MITL,60671Q104,2018/12/3,1
1177,2010/1/4,AETNA INC,AET,00817Y108,2018/12/1,1
4351,2010/1/4,ENERGEN CORP,EGN,29265N108,2018/11/30,1
185163,2010/6/25,MARQUEE ENERGY LTD,MQX.,57143F104,2018/11/29,1
144066,2010/1/4,ROCKWELL COLLINS,COL,774341101,2018/11/27,1
161911,2010/1/11,MASSIVE INTERACTIVE INC,HUGE.,57628T108,2018/11/20,1
120297,2010/1/4,LIFEPOINT HEALTH INC,LPNT,53219L109,2018/11/19,1
64848,2010/1/4,KMG CHEMICALS INC,KMG,482564101,2018/11/15,1
163787,2010/1/4,MARLIN GOLD MINING LTD,MLN.,57117R100,2018/11/14,1
113530,2010/1/4,LIME ENERGY CO,LIME,53261U403,2018/11/12,1
114749,2010/1/4,COMMUNITY FIRST BANCORP INC,CMFP,203905104,2018/11/12,1
154677,2010/1/4,ENBRIDGE INCOME FUND HLDGS,ENF.,29251R105,2018/11/12,1
65750,2010/1/4,IRON BRIDGE RESOURCES INC,IBR.,46276D101,2018/11/9,1
11302,2010/1/4,WSI INDUSTRIES INC,WSCI,92932Q102,2018/11/8,1
3310,2010/1/4,CA INC,CA.1,12673P105,2018/11/6,1
142812,2010/1/4,SENOMYX INC,SNMX,81724Q107,2018/11/5,1
164680,2010/1/4,KAPSTONE PAPER & PACKAGING,KS,48562P103,2018/11/5,1
15356,2010/1/4,NEWFOUNDLAND CAP CORP  -CL A,NCC.A,651900102,2018/10/30,1
28303,2010/1/4,ELLIS PERRY INTL INC,PERY,288853104,2018/10/23,1
105562,2010/1/4,BEAUFIELD RESOURCES INC,BFD.,74327107,2018/10/23,1
142727,2010/1/4,ICTC GROUP INC,ICTG,44931F108,2018/10/23,1
10190,2010/1/4,SUPERVALU INC,SVU,868536301,2018/10/22,1
151930,2010/1/4,ENERCARE INC,ECI.,29269C207,2018/10/18,1
160282,2010/1/4,XERIUM TECHNOLOGIES INC,XRM.1,98416J100,2018/10/17,1
5671,2010/1/4,PINNACLE ENTERTAINMENT INC,PNK,72348Y105,2018/10/16,1
64850,2010/1/4,REIS INC,REIS,75936P105,2018/10/16,1
16888,2010/1/4,COLOMBO BANK,IFSB,19533Q108,2018/10/15,1
24278,2010/1/4,NORTHERN STATES FINANCIAL CP,NSFC,665751103,2018/10/15,1
163916,2010/1/4,WEB.COM GROUP INC,WEB,94733A104,2018/10/12,1
65967,2010/1/4,ENVISION HEALTHCARE CORP,EVHC,29414D100,2018/10/11,1
65270,2010/1/4,SYNTEL INC,SYNT,87162H103,2018/10/10,1
160378,2010/1/4,GRAMERCY PROPERTY TRUST,GPT.3,385002308,2018/10/10,1
165113,2010/1/4,DMD DIGITAL HEALTH CONNECTNS,DMG.H,23290D102,2018/10/10,1
163846,2010/1/4,MADISON STRAT SECTOR PREM FD,MSP.1,558268108,2018/10/8,1
113419,2010/1/4,CONVERGYS CORP,CVG,212485106,2018/10/5,1
8240,2010/1/4,PHH CORP,PHH.1,693320202,2018/10/4,1
1906,2010/1/4,A V HOMES INC,AVHI.1,00234P102,2018/10/3,1
6532,2010/1/4,XCERRA CORP,XCRA,98400J108,2018/10/2,1
10466,2010/1/4,ANDEAVOR,ANDV,03349M105,2018/10/1,1
111779,2010/1/4,COBIZ FINANCIAL INC,COBZ,190897108,2018/10/1,1
158437,2010/1/4,SIGMA INDUSTRIES INC,SSG.,826580201,2018/10/1,1
184117,2010/1/7,ATHENS BANCSHARES CORP,AFCB,47042106,2018/10/1,1
157739,2010/1/4,METANOR RESOURCES INC,MTO.,59138Q822,2018/9/26,1
161953,2010/1/4,EDUCATION REALTY TRUST INC,EDR.1,28140H203,2018/9/20,1
112774,2010/1/4,ECHELON CORP,ELON.1,27874N303,2018/9/17,1
165910,2010/1/4,PEREGRINE DIAMONDS LTD,PGD.,713916104,2018/9/17,1
166747,2010/1/4,UNITED COMMUNITY BANCORP,UCBA,90984R101,2018/9/17,1
278400,2010/1/4,XTREME DRILLING CORP,XDC.,98419V100,2018/9/17,1
164255,2010/1/4,JAMBA INC,JMBA,47023A309,2018/9/14,1
24318,2010/1/4,XL GROUP LTD,XL.1,G98294104,2018/9/12,1
108015,2010/1/4,REDHAWK RESOURCES INC,RDK.,75746K304,2018/9/5,1
145636,2010/1/4,CHARTER FINANCIAL CORP/MD,CHFN,16122W108,2018/9/4,1
180395,2010/1/4,ILG INC,ILG,44967H101,2018/9/4,1
162858,2010/1/4,ADVENT/CLAYMORE ENCD GRWTH,LCM,7.65E+106,2018/8/27,1
177532,2010/1/4,ADVENT CLAYMORE CV SEC&IN II,AGC.2,7639107,2018/8/27,1
9472,2010/1/4,SCHULMAN (A.) INC,SHLM,808194104,2018/8/22,1
176268,2010/1/4,DCT INDUSTRIAL TRUST INC,DCT.1,233153204,2018/8/22,1
18110,2010/1/4,FARMERS CAPITAL BANK CORP,FFKT,309562106,2018/8/21,1
129840,2010/1/4,MATTERSIGHT CORP,MATR,577097108,2018/8/21,1
162733,2010/1/4,VERIFONE SYSTEMS INC,PAY.4,92342Y109,2018/8/20,1
120993,2010/1/4,NORTHWEST BANCORPORATION INC,NBCT.1,667337109,2018/8/17,1
14597,2010/1/4,JUNIPER PHARMACEUTICALS INC,JNP,48203L107,2018/8/15,1
64668,2010/1/4,XPLORE TECHNOLOGIES CORP,XPLR,983950700,2018/8/15,1
108548,2010/1/4,ARIZONA MINING INC,WLDVF,40521106,2018/8/13,1
163921,2010/1/4,WILLIAMS PARTNERS LP,WPZ,96949L105,2018/8/13,1
164192,2010/1/4,KAYNE ANDERSON ENGY TTL RTN,KYE,48660P104,2018/8/6,1
175575,2010/1/4,KAYNE ANDERSON ENERGY DEV CO,KED,48660Q102,2018/8/6,1
108704,2010/1/8,VALGOLD RESOURCES LTD,VAL.,919147207,2018/8/2,1
24888,2010/1/4,ABAXIS INC,ABAX,2567105,2018/8/1,1
152129,2010/1/4,PACIFIC COMMERCE BANCORP,PCBC,69413A103,2018/8/1,1
163878,2010/1/4,CAPELLA EDUCATION CO,CPLA,139594105,2018/8/1,1
176637,2010/1/4,CYS INVESTMENTS INC,CYS,12673A108,2018/8/1,1
107748,2010/1/4,RIO2 LIMITED,RIO.3,76729L103,2018/7/27,1
107154,2010/1/4,KLONDEX MINES LTD,KDX.,498696103,2018/7/25,1
174135,2010/1/4,NUSTAR GP HOLDINGS LLC,NSH.1,67059L102,2018/7/23,1
184009,2010/3/16,FINANCIAL ENGINES INC,FNGN,317485100,2018/7/20,1
